,No_Die,process,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,process 2,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Process 3,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,process4,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Error_message,Lot_Num,Wafer_Num,Datetime,path,short_path,Error
1545,NOLSM2851115,Oxidation,2,dry,1156.485483,O2,31.72,0.215,112,721.079,Photo,1,1.80132,15.594,14.935,19.997,202.641,90,504.134,3900.167,5108.764,5.049,91.654,30.004,photo_li,2,47.68,H,405,490.725,108.962,Etching,2,514,1539,3639,5729,70.13,52.105,1.018,Implantation,2,1.02E+16,6.33E+16,3.52E+17,3.02E+17,6.00E+17,31990.919,103.674,915,154,Inspect,125,none,11,15,27-02-2022,21222,2122,0
1546,NOLSM2861116,Oxidation,2,dry,1027.850447,O2,36.13,0.205,130,717.292,Photo,1,0.99644,15.34,14.892,19.996,199.201,90.001,503.713,3966.885,4922.103,4.968,93.468,30.003,photo_li,3,39.839,I,365,527.02,109.077,Etching,1,391,1502,3620,5713,70.058,50.382,1.045,Implantation,1,1.39E+16,2.27E+16,6.22E+17,2.99E+17,6.00E+17,30310.73,101.148,906,155,Inspect,50,none,11,16,27-02-2022,21311,2131,0
1547,NOLSM2871117,Oxidation,2,dry,1091.298627,O2,44.82,0.199,141,713.698,Photo,2,0.90276,16.301,15.139,20,196.285,89.999,499.873,3899.628,5058.994,4.951,91.748,30.002,photo_li,1,27.638,H,405,539.192,110.508,Etching,1,284,1518,3664,5702,70.779,50.881,1.049,Implantation,1,1.77E+16,1.55E+17,7.54E+17,2.98E+17,6.00E+17,31613.386,105.532,913,159,Inspect,109,none,11,17,27-02-2022,22111,2211,0
1548,NOLSM2881118,Oxidation,2,dry,1287.435437,O2,29.05,0.203,117,714.203,Photo,2,1.52924,16.321,15.165,20.005,197.046,90,499.864,4010.001,5169.378,5.067,91.094,30.023,photo_li,2,30.322,I,365,539.812,106.617,Etching,2,304,1544,3625,5728,69.405,51.062,1.037,Implantation,2,7.64E+15,1.59E+17,5.85E+17,2.97E+17,6.00E+17,31566.201,103.891,886,153,Inspect,69,none,11,18,27-02-2022,22222,2222,0
1549,NOLSM2891119,Oxidation,2,dry,1045.593616,O2,34.88,0.213,167,701.713,Photo,2,1.16231,14.337,15.006,19.994,195.762,90,496.952,4022.726,4859.193,5.026,90.685,30.002,photo_li,3,45.983,H,405,500.071,107.785,Etching,3,433,1564,3655,5703,70.257,50.852,1.043,Implantation,3,1.80E+16,1.82E+17,5.51E+17,3.01E+17,6.00E+17,29986.195,101.488,923,155,Inspect,170,none,11,19,27-02-2022,22333,2233,0
1550,NOLSM2901120,Oxidation,2,wet,1011.298567,H2O,34.98,0.195,99,703.756,Photo,3,1.86724,13.343,15.01,19.999,199.004,89.998,499.315,4063.095,4941.979,4.867,90.409,30.004,photo_li,1,56.112,I,365,507.95,108.475,Etching,3,233,1461,3677,5682,69.975,49.761,1.031,Implantation,3,1.12E+16,1.09E+17,4.84E+17,3.01E+17,6.00E+17,31292.696,102.588,888,154,Inspect,121,none,11,20,27-02-2022,23133,2313,0
1551,NOLSM2911121,Oxidation,2,wet,1099.887253,H2O,29.06,0.207,110,709.465,Photo,3,0.80545,17.487,15.036,20.001,199.324,89.999,498.98,3981.512,4933.463,5.021,94.25,29.999,photo_li,2,50.79,I,365,527.145,106.434,Etching,2,240,1559,3656,5703,71.409,50.3,1.026,Implantation,2,1.81E+16,1.51E+17,5.61E+17,2.99E+17,6.00E+17,32226.582,102.695,936,153,Inspect,96,none,11,21,27-02-2022,23222,2322,0
1552,NOLSM2921122,Oxidation,2,dry,1165.833091,O2,33.34,0.213,110,702.859,Photo,3,1.6105,15.439,15.081,19.996,198.167,90,499.116,4062.758,5012.721,4.999,88.499,30.005,photo_li,3,47.355,I,365,510.544,109.542,Etching,1,319,1534,3652,5714,70.714,51.655,1.017,Implantation,1,1.26E+16,8.18E+16,1.02E+18,3.02E+17,6.00E+17,32025.475,105.206,924,157,Inspect,89,none,11,22,27-02-2022,23311,2331,0
1553,NOLSM2931123,Oxidation,3,wet,910.9052284,H2O,30.61,0.201,74,698.054,Photo,1,1.7171,15.466,15.03,20,199.842,90,501.424,3999.27,5045.341,5.003,90.912,29.989,photo_li,1,18.067,I,365,545.635,108.637,Etching,1,589,1507,3674,5703,70.486,51.103,0.995,Implantation,1,1.30E+16,1.76E+17,6.91E+17,3.00E+17,6.00E+17,31834.866,101.258,919,152,Inspect,110,none,11,23,27-02-2022,31111,3111,0
1554,NOLSM2941124,Oxidation,3,dry,1076.605127,O2,35.41,0.216,132,710.095,Photo,1,1.29468,15.967,15.055,19.995,199.669,90,499.086,4127.682,4946.571,5.023,93.62,29.995,photo_li,3,40.82,H,405,513.115,107.708,Etching,3,363,1454,3645,5721,72.56,51.145,1.017,Implantation,3,1.11E+16,1.32E+17,6.29E+17,3.01E+17,6.00E+17,33675.551,103.056,911,157,Inspect,118,none,11,24,27-02-2022,31333,3133,0
1555,NOLSM2951125,Oxidation,3,wet,1016.50952,H2O,34.39,0.217,212,704.659,Photo,2,1.3248,14.441,14.915,20.002,199.527,90,499.962,4005.749,4910.479,5.06,91.604,30.005,photo_li,1,34.1,G,436,507.65,107.986,Etching,3,315,1507,3711,5706,69.953,50.082,1.036,Implantation,3,1.53E+16,1.23E+17,2.97E+17,3.02E+17,6.00E+17,31139.137,104.859,915,153,Inspect,187,none,11,25,27-02-2022,32133,3213,0
1556,NOLSM2961126,Oxidation,3,dry,1148.149896,O2,32.8,0.191,14,725.322,Photo,2,1.67582,15.835,15.188,19.995,196.291,90,500.692,4021.838,5007.945,4.982,92.45,29.993,photo_li,2,45.621,I,365,550.249,108.288,Etching,2,573,1365,3651,5719,70.179,51.018,1.009,Implantation,2,1.62E+16,9.05E+16,3.45E+17,2.99E+17,6.00E+17,31366.628,103.293,875,152,Inspect,117,none,11,26,27-02-2022,32222,3222,0
1557,NOLSM811311,Oxidation,2,wet,1276.974453,H2O,44.59,0.214,21,717.232,Photo,2,0.88237,14.016,15.092,20.001,203.721,90.001,503.721,4074.426,5093.032,5.096,93.926,29.993,photo_li,2,26.291,I,365,462.014,106.754,Etching,2,246,1392,3640,5710,71.723,50.784,1.02,Implantation,2,1.46E+16,8.02E+15,7.30E+17,2.98E+17,6.00E+17,32341.75,101.961,913,153,Inspect,18,none,31,1,27-02-2022,22222,2222,0
1558,NOLSM812312,Oxidation,2,wet,1267.803024,H2O,44.6,0.213,20,707.918,Photo,2,0.81829,11.233,14.992,19.999,204.103,90,504.103,4082.065,5102.581,5.105,93.677,30.007,photo_li,3,32.655,I,365,472.663,106.438,Etching,1,150,1427,3641,5711,70.792,50.76,1.019,Implantation,1,2.06E+16,1.67E+17,1.01E+18,2.98E+17,6.00E+17,32566.297,101.899,912,153,Inspect,126,none,31,2,27-02-2022,22311,2231,0
1559,NOLSM813313,Oxidation,2,wet,1276.382927,H2O,44.64,0.21,17,711.148,Photo,3,0.97327,13.782,14.925,20.001,203.695,90.001,503.695,4073.903,5092.378,5.089,93.579,30.006,photo_li,1,28.188,I,365,467.154,106.453,Etching,1,232,1410,3642,5699,71.115,50.672,1.017,Implantation,1,1.51E+16,6.70E+16,8.89E+17,3.00E+17,6.00E+17,32645.662,101.679,913,153,Inspect,96,none,31,3,27-02-2022,23111,2311,0
1560,NOLSM814314,Oxidation,2,wet,1274.433432,H2O,44.58,0.212,19,704.451,Photo,3,1.01821,14.585,14.899,19.999,203.64,90,503.64,4072.805,5091.006,5.074,92.941,29.991,photo_li,2,23.753,I,365,474.423,104.887,Etching,2,237,1452,3640,5725,70.445,50.163,1.004,Implantation,2,1.31E+16,1.31E+17,6.20E+17,3.00E+17,6.00E+17,32461.883,100.406,899,151,Inspect,114,none,31,4,27-02-2022,23222,2322,0
1561,NOLSM815315,Oxidation,2,wet,1268.359218,H2O,44.61,0.207,14,695.764,Photo,3,1.12022,20.669,14.947,19.998,202.077,90.001,502.077,4041.539,5051.924,5.083,93.622,29.994,photo_li,3,34.687,I,365,477.185,106.489,Etching,3,124,1394,3622,5716,69.576,50.315,1.008,Implantation,3,1.92E+16,1.66E+17,9.83E+15,3.00E+17,6.00E+17,32642.909,100.788,912,151,Inspect,54,none,31,5,27-02-2022,23333,2333,0
1562,NOLSM816316,Oxidation,3,wet,1278.176491,H2O,44.56,0.212,19,712.119,Photo,1,1.0038,20.797,15.063,20.001,203.443,90,503.443,4068.863,5086.079,5.085,93.536,29.999,photo_li,1,44.577,I,365,490.555,106.568,Etching,3,263,1386,3641,5689,71.212,50.668,1.017,Implantation,3,7.73E+15,2.08E+16,3.05E+15,3.01E+17,6.00E+17,32152.262,101.669,913,153,Inspect,84,none,31,6,27-02-2022,31133,3113,0
1563,NOLSM817317,Oxidation,3,wet,1276.231363,H2O,44.6,0.212,19,705.747,Photo,1,1.00103,17.331,14.961,19.999,203.505,90,503.505,4070.109,5087.637,5.091,93.521,30.005,photo_li,2,31.605,I,365,476.248,106.04,Etching,2,150,1372,3631,5700,70.575,50.617,1.015,Implantation,2,7.46E+15,7.43E+16,2.06E+17,3.00E+17,6.00E+17,32326.426,101.541,908,152,Inspect,30,none,31,7,27-02-2022,31222,3122,0
1564,NOLSM818318,Oxidation,3,wet,1268.724822,H2O,44.63,0.21,17,710.77,Photo,1,0.44752,20.643,14.999,20.005,203.228,90,503.228,4064.561,5080.701,5.08,93.318,29.998,photo_li,3,33.561,I,365,480.39,105.961,Etching,1,174,1446,3638,5684,71.077,50.473,1.012,Implantation,1,3.49E+15,2.63E+14,1.24E+12,3.01E+17,6.00E+17,32037.587,101.183,908,152,Inspect,48,none,31,8,27-02-2022,31311,3131,0
1565,NOLSM819319,Oxidation,3,wet,1280.516618,H2O,44.65,0.211,18,710.646,Photo,2,0.62359,13.547,15.054,20.003,202.851,90,502.851,4057.016,5071.27,5.056,93.116,29.998,photo_li,1,25.694,I,365,472.037,105.48,Etching,1,140,1281,3635,5697,71.065,50.229,1.006,Implantation,1,1.51E+16,2.07E+16,5.2E+13,3.02E+17,6.00E+17,32030.86,100.574,903,151,Inspect,15,none,31,9,27-02-2022,32111,3211,0
1566,NOLSM8203110,Oxidation,3,wet,1273.845898,H2O,44.62,0.21,17,713.87,Photo,2,0.45929,18.682,14.986,19.998,202.375,90,502.375,4047.508,5059.385,5.049,93.067,29.993,photo_li,2,24.79,I,365,477.727,104.72,Etching,2,119,1369,3637,5693,71.387,50.075,1.002,Implantation,2,4.24E+15,2.63E+16,1.80E+17,3.00E+17,6.00E+17,32173.088,100.188,906,150,Inspect,9,none,31,10,27-02-2022,32222,3222,0
1567,NOLSM8213111,Oxidation,3,wet,1271.441974,H2O,44.61,0.212,19,707.448,Photo,3,1.05497,20.407,15.073,19.998,202.027,90,502.027,4040.549,5050.686,5.049,92.967,29.996,photo_li,1,31.591,I,365,482.943,105.303,Etching,3,204,1428,3641,5701,70.745,49.845,0.996,Implantation,3,5.95E+15,4.86E+16,2.28E+17,3.01E+17,6.00E+17,32172.83,99.613,906,149,Inspect,111,none,31,11,27-02-2022,33133,3313,0
1568,NOLSM8223112,Oxidation,3,wet,1273.849873,H2O,44.69,0.212,19,705.854,Photo,3,0.94353,20.206,15.025,19.998,202.414,90.001,502.414,4048.275,5060.343,5.065,92.57,30.014,photo_li,3,33.893,I,365,493.059,104.968,Etching,1,236,1372,3642,5692,70.585,50.113,1.003,Implantation,1,1.14E+16,1.10E+17,1.13E+17,3.01E+17,6.00E+17,32187.56,100.284,902,150,Inspect,129,none,31,12,27-02-2022,33311,3331,0
1569,NOLSM8233113,Oxidation,1,wet,1270.70902,H2O,44.72,0.211,18,710.602,Photo,1,1.01983,19.897,14.915,20,201.636,90.001,501.636,4032.72,5040.9,5.034,92.389,30.009,photo_li,1,35.004,I,365,485.441,105.584,Etching,1,151,1369,3638,5705,71.06,49.878,0.997,Implantation,1,1.59E+16,1.59E+17,2.61E+14,2.99E+17,6.00E+17,32191.766,99.695,902,150,Inspect,45,none,31,13,27-02-2022,11111,1111,0
1570,NOLSM8243114,Oxidation,1,wet,1271.740548,H2O,44.79,0.214,21,703.646,Photo,1,0.52553,20.281,15.051,19.999,201.338,89.999,501.338,4026.758,5033.448,5.021,92.009,30.005,photo_li,2,30.954,I,365,487.383,104.941,Etching,2,207,1402,3633,5683,70.365,50.029,1.001,Implantation,2,6.79E+15,5.74E+16,4.03E+17,3.01E+17,6.00E+17,32188.486,100.074,902,150,Inspect,66,none,31,14,27-02-2022,11222,1122,0
1571,NOLSM8253115,Oxidation,1,wet,1266.660904,H2O,44.75,0.213,20,699.176,Photo,1,0.79759,11.447,15.033,20,200.716,90,500.716,4014.329,5017.911,5.019,92.252,29.994,photo_li,3,28.565,I,365,471.605,105.668,Etching,3,212,1427,3630,5700,69.918,49.922,0.998,Implantation,3,1.93E+16,1.93E+17,6.53E+17,3.00E+17,6.00E+17,32183.758,99.805,896,150,Inspect,66,none,31,15,27-02-2022,11333,1133,0
1572,NOLSM8263116,Oxidation,1,wet,1272.978539,H2O,44.75,0.214,21,711.691,Photo,2,0.73313,16.992,14.929,20.003,201.234,90,501.234,4024.681,5030.851,5.026,91.889,29.998,photo_li,1,27.444,I,365,479.987,104.907,Etching,3,218,1343,3650,5699,71.169,50.214,1.005,Implantation,3,7.62E+15,3.73E+16,2.32E+16,3.01E+17,6.00E+17,32180.949,100.535,885,151,Inspect,111,none,31,16,27-02-2022,12133,1213,0
1573,NOLSM8273117,Oxidation,1,wet,1271.129546,H2O,44.82,0.213,20,701.201,Photo,2,0.59527,15.342,14.938,20.001,200.318,90.001,500.318,4006.36,5007.95,5.012,91.983,30.001,photo_li,3,26.326,I,365,469.12,105.427,Etching,1,177,1343,3632,5693,70.12,49.962,0.999,Implantation,1,1.10E+16,1.08E+17,1.06E+17,3.01E+17,6.00E+17,32264.156,99.904,889,150,Inspect,39,none,31,17,27-02-2022,12311,1231,0
1574,NOLSM8283118,Oxidation,1,wet,1268.575074,H2O,44.9,0.214,21,712.627,Photo,3,0.75455,20.463,15.026,20.002,200.786,89.999,500.786,4015.727,5019.658,5.01,92.234,30.006,photo_li,1,33.115,I,365,483.223,105.528,Etching,1,221,1417,3645,5736,71.263,50.032,1.001,Implantation,1,2.8E+15,2.74E+16,1.08E+17,3.00E+17,6.00E+17,32264.303,100.079,886,150,Inspect,51,none,31,18,27-02-2022,13111,1311,0
1575,NOLSM8293119,Oxidation,1,wet,1282.30307,H2O,45.03,0.215,22,716.564,Photo,3,0.6209,11.254,15.093,20.006,200.868,90,500.868,4017.361,5021.702,5.021,93.058,29.995,photo_li,2,22.537,I,365,470.396,105.132,Etching,2,175,1359,3646,5719,71.656,50.185,1.005,Implantation,2,1.96E+16,8.64E+14,7.75E+13,2.99E+17,6.00E+17,32359.833,100.463,884,151,Inspect,18,none,31,19,27-02-2022,13222,1322,0
1576,NOLSM8303120,Oxidation,1,wet,1270.202154,H2O,44.94,0.215,22,702.181,Photo,3,0.87484,11.233,15.095,20,202.066,90,502.066,4041.328,5051.659,5.012,91.642,30,photo_li,3,27.172,I,365,473.291,105.207,Etching,3,202,1416,3631,5700,70.218,49.806,0.995,Implantation,3,1.97E+16,1.27E+17,1.18E+18,2.99E+17,6.00E+17,32362.152,99.514,886,149,Inspect,12,none,31,20,27-02-2022,13333,1333,0
1577,NOLSM8313121,Oxidation,2,wet,1272.842125,H2O,44.92,0.215,22,715.357,Photo,1,0.8813,19.722,14.978,20.002,200.737,90.001,500.737,4014.738,5018.422,5.057,92.802,29.997,photo_li,1,34.823,I,365,479.286,106.272,Etching,3,313,1510,3663,5722,71.536,50.46,1.011,Implantation,3,2.00E+16,1.08E+17,4.51E+17,3.02E+17,6.00E+17,32358.195,101.149,868,152,Inspect,159,none,31,21,27-02-2022,21133,2113,0
1578,NOLSM8323122,Oxidation,2,wet,1267.846723,H2O,44.84,0.217,24,703.95,Photo,1,0.84799,14.71,15.055,19.998,202.456,90,502.456,4049.123,5061.404,5.063,93.113,30.004,photo_li,2,30.776,I,365,472.217,106.328,Etching,2,224,1404,3645,5723,70.395,50.431,1.011,Implantation,2,1.29E+16,1.21E+17,4.61E+17,2.98E+17,6.00E+17,32353.162,101.078,869,152,Inspect,93,none,31,22,27-02-2022,21222,2122,0
1579,NOLSM8333123,Oxidation,2,wet,1275.752707,H2O,44.84,0.217,24,715.335,Photo,1,1.1327,20.77,14.915,20.005,203.214,90,503.214,4064.29,5080.362,5.079,93.135,29.998,photo_li,3,33.777,I,365,473.417,106.615,Etching,1,333,1445,3663,5730,71.533,50.477,1.012,Implantation,1,7.34E+15,5.26E+14,2.07E+14,3.01E+17,6.00E+17,32365.612,101.193,869,152,Inspect,168,none,31,23,27-02-2022,21311,2131,0
1580,NOLSM8343124,Oxidation,2,wet,1273.413729,H2O,44.87,0.219,26,717.937,Photo,2,0.90251,20.546,15.039,20,204.229,90,504.229,4084.573,5105.717,5.103,94.179,30.003,photo_li,1,48.896,I,365,482.215,108.036,Etching,1,269,1511,3658,5741,71.794,50.856,1.021,Implantation,1,7.36E+15,2.35E+16,2.09E+16,2.99E+17,6.00E+17,32257.524,102.14,869,153,Inspect,90,none,31,24,27-02-2022,22111,2211,0
1581,NOLSM8353125,Oxidation,2,wet,1273.038761,H2O,44.97,0.22,27,713.61,Photo,2,0.91685,15.457,15.015,20,205.405,90,505.405,4108.098,5135.123,5.126,94.168,29.991,photo_li,2,36.025,I,365,469.93,107.441,Etching,2,216,1477,3656,5699,71.361,51.057,1.026,Implantation,2,1.19E+16,4.36E+16,3.47E+16,2.98E+17,6.00E+17,32254.026,102.642,868,154,Inspect,108,none,31,25,27-02-2022,22222,2222,0
1582,NOLSM8363126,Oxidation,2,wet,1280.10712,H2O,44.98,0.218,25,720.436,Photo,2,0.79532,19.017,15.112,20.002,205.027,89.999,505.027,4100.542,5125.677,5.107,93.641,30.005,photo_li,3,39.751,I,365,480.764,107.419,Etching,3,278,1490,3662,5717,72.044,50.855,1.021,Implantation,3,4.19E+15,1.23E+15,11044952.33,3.02E+17,6.00E+17,32254.395,102.138,868,153,Inspect,105,none,31,26,27-02-2022,22333,2233,0
1583,NOLSM8373127,Oxidation,2,wet,1270.900465,H2O,44.8,0.219,26,711.993,Photo,3,1.10226,17.367,15.044,19.996,204.363,90,504.363,4087.265,5109.081,5.11,93.373,30.004,photo_li,1,31.188,I,365,471.539,106.512,Etching,3,329,1447,3664,5704,71.199,50.927,1.023,Implantation,3,7.58E+15,5.16E+16,3.46E+17,2.99E+17,6.00E+17,32255.649,102.317,868,153,Inspect,207,[['Near-full']],31,27,27-02-2022,23133,2313,1
1584,NOLSM298121298,Oxidation,1,dry,1036.950316,O2,28.44,0.209,71,693.753,Photo,3,1.81419,12.463,15.087,20.003,202.544,90,504.231,4027.291,4967.037,4.765,89.107,30.002,photo_li,1,41.736,G,436,476.399,107.128,Etching,1,13,1417,3665,5707,73.064,51.037,1.051,Implantation,1,8.57E+15,8.71E+16,7.37E+17,3.03E+17,6.00E+17,31654.923,100.542,917,150,Inspect,68,none,12,28,28-02-2022,13111,1311,0
1585,NOLSM299122299,Oxidation,1,wet,1120.268289,H2O,29.78,0.2,60,699.262,Photo,3,1.89693,19.767,15.073,19.997,192.937,90,500.053,4012.326,4994.356,5.006,88.854,30,photo_li,1,41.161,H,405,476.997,107.948,Etching,2,288,1639,3693,5715,69.676,51.752,1.052,Implantation,2,1.36E+16,1.18E+17,5.86E+17,3.00E+17,6.00E+17,32420.46,102.947,884,152,Inspect,142,none,12,29,28-02-2022,13122,1312,0
1586,NOLSM300123300,Oxidation,1,dry,1008.870586,O2,32.05,0.202,48,701.178,Photo,3,1.72027,16.029,15.147,19.999,197.925,89.999,500.402,4027.157,5075.449,4.962,91.537,30.004,photo_li,1,45.332,I,365,491.681,106.757,Etching,3,308,1609,3648,5685,69.441,51.497,1.053,Implantation,3,1.59E+16,5.51E+16,5.10E+17,3.00E+17,6.00E+17,32096.305,102.504,896,158,Inspect,75,none,12,30,28-02-2022,13133,1313,0
1587,NOLSM301124301,Oxidation,1,dry,1172.45893,O2,35.12,0.21,41,701.305,Photo,3,0.96161,17.587,14.942,20.001,200.814,90,494.976,4014.51,4981.541,4.973,91.475,30.009,photo_li,1,42.471,I,365,522.076,111.245,Etching,1,398,1537,3674,5726,71.211,50.803,1.056,Implantation,1,1.20E+16,1.24E+17,2.27E+17,2.98E+17,6.00E+17,32563.022,100.521,901,152,Inspect,153,none,12,31,28-02-2022,13111,1311,0
1588,NOLSM302125302,Oxidation,1,dry,1109.620368,O2,32.8,0.21,101,716.988,Photo,3,1.48912,16.445,14.811,19.997,202.072,90.001,499.243,3999.03,5007.347,5.107,92.033,30,photo_li,1,49.083,G,436,459.566,107.687,Etching,2,456,1376,3638,5728,70.614,51.156,1.01,Implantation,2,1.18E+16,1.01E+17,6.66E+16,2.98E+17,6.00E+17,30885.27,102.933,884,156,Inspect,29,none,12,32,28-02-2022,13122,1312,0
1589,NOLSM303126303,Oxidation,1,dry,1077.356526,O2,31.86,0.208,100,699.815,Photo,3,0.94868,13.45,14.945,20.003,200.137,90.001,501.188,4057.631,4936.117,5.018,91.822,29.998,photo_li,1,49.974,G,436,537.539,105.516,Etching,3,280,1567,3661,5735,71.089,51.154,1.016,Implantation,3,1.02E+16,1.46E+17,6.64E+17,3.01E+17,6.00E+17,31320.289,101.766,884,153,Inspect,66,none,12,33,28-02-2022,13133,1313,0
1590,NOLSM304127304,Oxidation,1,dry,1102.898535,O2,39.51,0.21,26,712.408,Photo,3,0.83591,13.508,14.968,20.004,198.682,90,493.336,4030.919,4973.993,4.993,90.736,29.999,photo_li,1,43.981,G,436,531,109.16,Etching,1,181,1539,3641,5734,70.74,51.476,1.02,Implantation,1,1.33E+16,1.28E+17,6.79E+17,3.00E+17,6.00E+17,31878.063,103.123,910,152,Inspect,118,none,12,34,28-02-2022,13111,1311,0
1591,NOLSM305128305,Oxidation,1,dry,1203.947855,O2,32.88,0.22,112,714.738,Photo,3,1.36943,14.64,14.971,20.001,202.507,90,498.822,4001.361,5062.83,5.044,86.498,29.997,photo_li,1,51.177,G,436,507.591,105.355,Etching,2,425,1582,3612,5729,71.593,50.632,1.034,Implantation,2,1.42E+16,7.44E+16,4.61E+17,2.98E+17,6.00E+17,32007.987,103.511,886,155,Inspect,120,none,12,35,28-02-2022,13122,1312,0
1592,NOLSM306129306,Oxidation,1,wet,1073.381782,H2O,38.11,0.212,60,707.086,Photo,3,1.92633,16.878,15.062,20.001,199.76,89.999,499.713,4054.534,5014.513,4.993,93.927,30,photo_li,1,37.43,I,365,511.038,105.919,Etching,3,436,1686,3669,5711,70.888,51.471,1.034,Implantation,3,1.23E+16,1.64E+17,6.50E+17,2.98E+17,6.00E+17,31060.004,101.271,880,155,Inspect,178,none,12,36,28-02-2022,13133,1313,0
1593,NOLSM3071210307,Oxidation,1,wet,1117.800398,H2O,39.93,0.21,73,727.656,Photo,3,1.41846,16.581,14.963,20,199.579,90,500.063,3957.086,5094.2,4.974,93.536,30.012,photo_li,2,36.584,G,436,526.47,107.959,Etching,1,495,1480,3651,5731,71.388,51.302,1.041,Implantation,1,1.43E+16,1.42E+17,5.39E+16,3.03E+17,6.00E+17,31195.899,99.876,896,156,Inspect,102,none,12,37,28-02-2022,13211,1321,0
1594,NOLSM3081211308,Oxidation,1,dry,1175.449678,O2,35.63,0.199,18,710.197,Photo,3,0.67979,15.648,15.046,20.006,205.812,89.999,497.779,4087.957,5014.243,5.039,92.481,30.006,photo_li,2,37.552,H,405,506.096,105.545,Etching,2,514,1545,3662,5688,70.326,51.204,1.001,Implantation,2,1.56E+16,1.15E+17,1.04E+18,3.01E+17,6.00E+17,30345.646,104.46,883,153,Inspect,105,none,12,38,28-02-2022,13222,1322,0
1595,NOLSM3091212309,Oxidation,1,wet,1103.562805,H2O,28.6,0.208,145,716.353,Photo,3,0.73422,16.546,14.919,19.997,198.081,90,494.982,4025.484,4927.291,4.946,91.277,30.005,photo_li,2,29.309,I,365,506.667,106.702,Etching,3,198,1471,3664,5706,70.378,50.793,1.035,Implantation,3,9.04E+15,1.57E+17,1.96E+17,2.99E+17,6.00E+17,32640.339,103.302,870,154,Inspect,97,none,12,39,28-02-2022,13233,1323,0
1596,NOLSM3101213310,Oxidation,1,dry,1066.095614,O2,34.58,0.198,205,714.699,Photo,3,1.81419,14.401,15.067,20.001,202.684,89.999,505.28,4036.876,5042.679,4.99,93.218,30.009,photo_li,2,30.279,H,405,519.881,106.815,Etching,1,446,1606,3633,5733,68.999,50.437,1.026,Implantation,1,9.26E+15,6.70E+16,7.00E+17,3.02E+17,6.00E+17,31812.925,103.133,906,151,Inspect,73,none,12,40,28-02-2022,13211,1321,0
1597,NOLSM3111214311,Oxidation,1,dry,1114.040576,O2,34.95,0.211,180,720.596,Photo,3,1.89693,15.825,14.968,19.998,199.786,90.001,501.419,4014.071,5096.91,4.985,92.872,30,photo_li,2,45.892,I,365,527.932,106.282,Etching,2,179,1469,3643,5728,70.143,51.22,1.027,Implantation,2,9.01E+15,8.81E+16,1.08E+18,2.99E+17,6.00E+17,31897.15,104.146,885,156,Inspect,97,none,12,41,28-02-2022,13222,1322,0
1598,NOLSM3121215312,Oxidation,1,dry,1017.38753,O2,32.59,0.208,134,711.457,Photo,3,1.72027,19.632,15.099,19.99,202.13,89.999,498.721,3985.686,4966.568,5.045,91.701,29.995,photo_li,2,65.823,H,405,520.804,105.95,Etching,3,154,1518,3648,5700,69.56,50.946,1.018,Implantation,3,7.39E+15,1.30E+17,3.11E+17,3.01E+17,6.00E+17,31335.259,100.331,913,155,Inspect,86,none,12,42,28-02-2022,13233,1323,0
1599,NOLSM3131216313,Oxidation,1,dry,1053.937777,O2,38.02,0.202,103,719.21,Photo,3,0.96161,14.393,14.97,19.999,200.496,90,499.72,4047.541,5024.178,5.071,91.019,30.001,photo_li,2,57.72,G,436,502.315,109.019,Etching,1,445,1522,3594,5732,71.881,51.695,1.009,Implantation,1,1.33E+16,1.42E+17,3.54E+17,2.99E+17,6.00E+17,31661.888,102.524,885,154,Inspect,54,none,12,43,28-02-2022,13211,1321,0
1600,NOLSM3141217314,Oxidation,1,dry,1235.586125,O2,33.81,0.212,136,702.521,Photo,3,1.48912,17.755,14.917,19.997,200.547,90,504.371,3955.393,5025.719,4.892,94.443,30.002,photo_li,2,55.55,I,365,495.916,108.102,Etching,2,462,1696,3670,5710,70.734,51.522,1.057,Implantation,2,1.13E+16,1.17E+17,8.01E+17,3.00E+17,6.00E+17,30483.424,102.248,893,156,Inspect,84,none,12,44,28-02-2022,13222,1322,0
1601,NOLSM3151218315,Oxidation,1,wet,1047.894094,H2O,29.05,0.216,89,699.237,Photo,3,0.94868,15.187,15.039,20,201.47,90.001,502.242,4062.804,5094.418,5.082,92.586,30.011,photo_li,2,44.226,G,436,543.174,107.308,Etching,3,325,1402,3656,5698,70.305,50.901,1.03,Implantation,3,7.05E+15,8.08E+16,4.80E+17,3.00E+17,6.00E+17,32041.628,102.595,921,158,Inspect,30,none,12,45,28-02-2022,13233,1323,0
