No_Die,Lot_Num,Wafer_Num,Ox_Chamber,photo_soft_Chamber,lithography_Chamber,Etching_Chamber,Chamber_Num,Error_message,Error,Short_Path,Path,Target,Datetime
NOLSM146611146,6,38,2,3,2,2,2,none,1,2322,23222,116,22-02-2022
NOLSM147612147,6,39,2,3,2,3,3,none,1,2323,23233,104,22-02-2022
NOLSM148613148,6,40,2,3,2,1,1,none,1,2321,23211,76,22-02-2022
NOLSM149614149,6,41,2,3,2,2,2,none,1,2322,23222,82,22-02-2022
NOLSM150615150,6,42,2,3,2,3,3,none,1,2323,23233,106,22-02-2022
NOLSM151616151,6,43,2,3,2,1,1,none,1,2321,23211,68,22-02-2022
NOLSM152617152,6,44,2,3,2,2,2,none,1,2322,23222,83,22-02-2022
NOLSM153618153,6,45,2,3,2,3,3,none,1,2323,23233,68,22-02-2022
NOLSM154619154,6,46,2,3,3,1,1,none,1,2331,23311,69,22-02-2022
NOLSM155620155,6,47,2,3,3,2,2,none,1,2332,23322,107,22-02-2022
NOLSM156621156,6,48,2,3,3,3,3,none,1,2333,23333,75,22-02-2022
NOLSM157622157,6,49,2,3,3,1,1,none,1,2331,23311,31,22-02-2022
NOLSM158623158,6,50,2,3,3,2,2,none,1,2332,23322,71,22-02-2022
NOLSM159624159,6,51,2,3,3,3,3,none,1,2333,23333,61,22-02-2022
NOLSM160625160,6,52,2,3,3,1,1,none,1,2331,23311,120,22-02-2022
NOLSM161626161,6,53,2,3,3,2,2,none,1,2332,23322,135,22-02-2022
NOLSM162627162,6,54,2,3,3,3,3,none,1,2333,23333,135,22-02-2022
NOLSM676261676,26,28,3,2,1,1,1,none,1,3211,32111,156,22-02-2022
NOLSM677262677,26,29,3,2,1,2,2,none,1,3212,32122,102,22-02-2022
NOLSM678263678,26,30,3,2,1,3,3,none,1,3213,32133,147,22-02-2022
NOLSM679264679,26,31,3,2,1,1,1,none,1,3211,32111,129,22-02-2022
NOLSM680265680,26,32,3,2,1,2,2,none,1,3212,32122,93,22-02-2022
NOLSM681266681,26,33,3,2,1,3,3,none,1,3213,32133,120,22-02-2022
NOLSM682267682,26,34,3,2,1,1,1,none,1,3211,32111,54,22-02-2022
NOLSM683268683,26,35,3,2,1,2,2,none,1,3212,32122,84,22-02-2022
NOLSM684269684,26,36,3,2,1,3,3,none,1,3213,32133,30,22-02-2022
NOLSM6852610685,26,37,3,2,2,1,1,none,1,3221,32211,48,22-02-2022
NOLSM6862611686,26,38,3,2,2,2,2,none,1,3222,32222,15,22-02-2022
NOLSM6872612687,26,39,3,2,2,3,3,none,1,3223,32233,141,22-02-2022
NOLSM6882613688,26,40,3,2,2,1,1,[['Loc']],0,3221,32211,240,22-02-2022
NOLSM6892614689,26,41,3,2,2,2,2,none,1,3222,32222,165,22-02-2022
NOLSM6902615690,26,42,3,2,2,3,3,none,1,3223,32233,168,22-02-2022
NOLSM6912616691,26,43,3,2,2,1,1,none,1,3221,32211,186,22-02-2022
NOLSM6922617692,26,44,3,2,2,2,2,none,1,3222,32222,159,22-02-2022
NOLSM6932618693,26,45,3,2,2,3,3,none,1,3223,32233,126,22-02-2022
NOLSM6942619694,26,46,3,2,3,1,1,none,1,3231,32311,150,22-02-2022
NOLSM6952620695,26,47,3,2,3,2,2,none,1,3232,32322,84,22-02-2022
NOLSM6962621696,26,48,3,2,3,3,3,none,1,3233,32333,150,22-02-2022
NOLSM6972622697,26,49,3,2,3,1,1,none,1,3231,32311,81,22-02-2022
NOLSM6982623698,26,50,3,2,3,2,2,none,1,3232,32322,96,22-02-2022
NOLSM6992624699,26,51,3,2,3,3,3,none,1,3233,32333,105,22-02-2022
NOLSM7002625700,26,52,3,2,3,1,1,none,1,3231,32311,150,22-02-2022
NOLSM7012626701,26,53,3,2,3,2,2,none,1,3232,32322,156,22-02-2022
NOLSM7022627702,26,54,3,2,3,3,3,none,1,3233,32333,57,22-02-2022
NOLSM13661,6,1,2,2,1,1,1,none,1,2211,22111,105,22-02-2022
NOLSM13762,6,2,2,2,2,2,2,none,1,2222,22222,103,22-02-2022
NOLSM13863,6,3,2,2,3,3,3,none,1,2233,22333,102,22-02-2022
NOLSM13964,6,4,2,3,1,3,3,[['Edge-Loc']],0,2313,23133,199,22-02-2022
NOLSM14065,6,5,2,3,2,2,2,none,1,2322,23222,99,22-02-2022
NOLSM14166,6,6,2,3,3,1,1,none,1,2331,23311,131,22-02-2022
NOLSM14267,6,7,3,1,1,1,1,none,1,3111,31111,147,22-02-2022
NOLSM14368,6,8,3,1,2,2,2,none,1,3122,31222,94,22-02-2022
NOLSM14469,6,9,3,1,3,3,3,none,1,3133,31333,70,22-02-2022
NOLSM145610,6,10,3,2,1,3,3,none,1,3213,32133,103,22-02-2022
NOLSM146611,6,11,3,2,2,2,2,none,1,3222,32222,116,22-02-2022
NOLSM147612,6,12,3,2,3,1,1,none,1,3231,32311,104,22-02-2022
NOLSM148613,6,13,3,3,1,1,1,none,1,3311,33111,76,22-02-2022
NOLSM149614,6,14,3,3,2,2,2,none,1,3322,33222,82,22-02-2022
NOLSM150615,6,15,3,3,3,3,3,none,1,3333,33333,106,22-02-2022
NOLSM151616,6,16,1,1,1,3,3,none,1,1113,11133,68,22-02-2022
NOLSM152617,6,17,1,1,2,2,2,none,1,1122,11222,83,22-02-2022
NOLSM153618,6,18,1,1,3,1,1,none,1,1131,11311,68,22-02-2022
NOLSM154619,6,19,1,2,1,1,1,none,1,1211,12111,69,22-02-2022
NOLSM155620,6,20,1,2,2,2,2,none,1,1222,12222,107,22-02-2022
NOLSM156621,6,21,1,2,3,3,3,none,1,1233,12333,75,22-02-2022
NOLSM157622,6,22,1,3,2,2,2,none,1,1322,13222,31,22-02-2022
NOLSM158623,6,23,1,3,3,1,1,none,1,1331,13311,71,22-02-2022
NOLSM159624,6,24,2,1,1,1,1,none,1,2111,21111,61,22-02-2022
NOLSM160625,6,25,2,1,2,2,2,none,1,2122,21222,120,22-02-2022
NOLSM161626,6,26,2,1,3,3,3,none,1,2133,21333,135,22-02-2022
NOLSM162627,6,27,2,2,1,3,3,none,1,2213,22133,135,22-02-2022
NOLSM676261,26,1,1,2,1,3,3,none,1,1213,12133,156,22-02-2022
NOLSM677262,26,2,1,2,3,1,1,none,1,1231,12311,102,22-02-2022
NOLSM678263,26,3,1,3,1,1,1,none,1,1311,13111,147,22-02-2022
NOLSM679264,26,4,1,3,2,2,2,none,1,1322,13222,129,22-02-2022
NOLSM680265,26,5,1,3,3,3,3,none,1,1333,13333,93,22-02-2022
NOLSM681266,26,6,2,1,1,3,3,none,1,2113,21133,120,22-02-2022
NOLSM682267,26,7,2,1,2,2,2,none,1,2122,21222,90,22-02-2022
NOLSM683268,26,8,2,1,3,1,1,none,1,2131,21311,96,22-02-2022
NOLSM684269,26,9,2,2,1,1,1,none,1,2211,22111,141,22-02-2022
NOLSM6852610,26,10,2,2,2,2,2,none,1,2222,22222,129,22-02-2022
NOLSM6862611,26,11,2,2,3,3,3,none,1,2233,22333,111,22-02-2022
NOLSM6872612,26,12,2,3,1,3,3,none,1,2313,23133,141,22-02-2022
NOLSM6882613,26,13,2,3,2,2,2,[['Loc']],0,2322,23222,240,22-02-2022
NOLSM6892614,26,14,2,3,3,1,1,none,1,2331,23311,165,22-02-2022
NOLSM6902615,26,15,3,1,1,1,1,none,1,3111,31111,168,22-02-2022
NOLSM6912616,26,16,3,1,2,2,2,none,1,3122,31222,186,22-02-2022
NOLSM6922617,26,17,3,1,3,3,3,none,1,3133,31333,159,22-02-2022
NOLSM6932618,26,18,3,2,1,3,3,none,1,3213,32133,126,22-02-2022
NOLSM6942619,26,19,3,2,2,2,2,none,1,3222,32222,150,22-02-2022
NOLSM6952620,26,20,3,2,3,1,1,none,1,3231,32311,84,22-02-2022
NOLSM6962621,26,21,3,3,1,1,1,none,1,3311,33111,150,22-02-2022
NOLSM6972622,26,22,3,3,2,2,2,none,1,3322,33222,81,22-02-2022
NOLSM6982623,26,23,3,3,3,3,3,none,1,3333,33333,96,22-02-2022
NOLSM6992624,26,24,1,1,1,3,3,none,1,1113,11133,105,22-02-2022
NOLSM7002625,26,25,1,1,2,2,2,none,1,1122,11222,150,22-02-2022
NOLSM7012626,26,26,1,1,3,1,1,none,1,1131,11311,156,22-02-2022
NOLSM7022627,26,27,1,2,1,1,1,none,1,1211,12111,57,22-02-2022
NOLSM16371163,7,28,3,1,1,1,1,none,1,3111,31111,96,23-02-2022
NOLSM16472164,7,29,3,1,1,2,2,none,1,3112,31122,79,23-02-2022
NOLSM16573165,7,30,3,1,1,3,3,none,1,3113,31133,61,23-02-2022
NOLSM16674166,7,31,3,1,1,1,1,none,1,3111,31111,60,23-02-2022
NOLSM16775167,7,32,3,1,1,2,2,none,1,3112,31122,105,23-02-2022
NOLSM16876168,7,33,3,1,1,3,3,none,1,3113,31133,118,23-02-2022
NOLSM16977169,7,34,3,1,1,1,1,none,1,3111,31111,112,23-02-2022
NOLSM17078170,7,35,3,1,1,2,2,none,1,3112,31122,180,23-02-2022
NOLSM17179171,7,36,3,1,1,3,3,none,1,3113,31133,71,23-02-2022
NOLSM172710172,7,37,3,1,2,1,1,none,1,3121,31211,97,23-02-2022
NOLSM173711173,7,38,3,1,2,2,2,none,1,3122,31222,91,23-02-2022
NOLSM174712174,7,39,3,1,2,3,3,none,1,3123,31233,92,23-02-2022
NOLSM175713175,7,40,3,1,2,1,1,none,1,3121,31211,56,23-02-2022
NOLSM176714176,7,41,3,1,2,2,2,none,1,3122,31222,112,23-02-2022
NOLSM177715177,7,42,3,1,2,3,3,none,1,3123,31233,92,23-02-2022
NOLSM178716178,7,43,3,1,2,1,1,none,1,3121,31211,72,23-02-2022
NOLSM179717179,7,44,3,1,2,2,2,none,1,3122,31222,81,23-02-2022
NOLSM180718180,7,45,3,1,2,3,3,[['Center']],0,3123,31233,200,23-02-2022
NOLSM181719181,7,46,3,1,3,1,1,none,1,3131,31311,136,23-02-2022
NOLSM182720182,7,47,3,1,3,2,2,none,1,3132,31322,123,23-02-2022
NOLSM183721183,7,48,3,1,3,3,3,none,1,3133,31333,112,23-02-2022
NOLSM184722184,7,49,3,1,3,1,1,none,1,3131,31311,101,23-02-2022
NOLSM185723185,7,50,3,1,3,2,2,none,1,3132,31322,78,23-02-2022
NOLSM186724186,7,51,3,1,3,3,3,none,1,3133,31333,71,23-02-2022
NOLSM187725187,7,52,3,1,3,1,1,none,1,3131,31311,66,23-02-2022
NOLSM188726188,7,53,3,1,3,2,2,none,1,3132,31322,163,23-02-2022
NOLSM189727189,7,54,3,1,3,3,3,none,1,3133,31333,187,23-02-2022
NOLSM704272704,27,29,3,3,1,2,2,none,1,3312,33122,72,23-02-2022
NOLSM705273705,27,30,3,3,1,3,3,none,1,3313,33133,66,23-02-2022
NOLSM706274706,27,31,3,3,1,1,1,none,1,3311,33111,54,23-02-2022
NOLSM707275707,27,32,3,3,1,2,2,none,1,3312,33122,84,23-02-2022
NOLSM708276708,27,33,3,3,1,3,3,none,1,3313,33133,30,23-02-2022
NOLSM709277709,27,34,3,3,1,1,1,none,1,3311,33111,48,23-02-2022
NOLSM710278710,27,35,3,3,1,2,2,none,1,3312,33122,15,23-02-2022
NOLSM711279711,27,36,3,3,1,3,3,none,1,3313,33133,156,23-02-2022
NOLSM7122710712,27,37,3,3,2,1,1,none,1,3321,33211,93,23-02-2022
NOLSM7132711713,27,38,3,3,2,2,2,none,1,3322,33222,60,23-02-2022
NOLSM7142712714,27,39,3,3,2,3,3,none,1,3323,33233,102,23-02-2022
NOLSM7152713715,27,40,3,3,2,1,1,none,1,3321,33211,84,23-02-2022
NOLSM7162714716,27,41,3,3,2,2,2,none,1,3322,33222,57,23-02-2022
NOLSM7172715717,27,42,3,3,2,3,3,none,1,3323,33233,54,23-02-2022
NOLSM7182716718,27,43,3,3,2,1,1,none,1,3321,33211,51,23-02-2022
NOLSM7192717719,27,44,3,3,2,2,2,none,1,3322,33222,54,23-02-2022
NOLSM7202718720,27,45,3,3,2,3,3,none,1,3323,33233,132,23-02-2022
NOLSM7212719721,27,46,3,3,3,1,1,none,1,3331,33311,147,23-02-2022
NOLSM7222720722,27,47,3,3,3,2,2,none,1,3332,33322,99,23-02-2022
NOLSM7232721723,27,48,3,3,3,3,3,none,1,3333,33333,108,23-02-2022
NOLSM7242722724,27,49,3,3,3,1,1,none,1,3331,33311,96,23-02-2022
NOLSM7252723725,27,50,3,3,3,2,2,none,1,3332,33322,81,23-02-2022
NOLSM7262724726,27,51,3,3,3,3,3,none,1,3333,33333,57,23-02-2022
NOLSM7272725727,27,52,3,3,3,1,1,none,1,3331,33311,54,23-02-2022
NOLSM7282726728,27,53,3,3,3,2,2,none,1,3332,33322,84,23-02-2022
NOLSM7292727729,27,54,3,3,3,3,3,none,1,3333,33333,30,23-02-2022
NOLSM16371,7,1,2,2,2,2,2,none,1,2222,22222,96,23-02-2022
NOLSM16472,7,2,2,2,3,1,1,none,1,2231,22311,79,23-02-2022
NOLSM16573,7,3,2,3,1,1,1,none,1,2311,23111,61,23-02-2022
NOLSM16674,7,4,2,3,2,2,2,none,1,2322,23222,60,23-02-2022
NOLSM16775,7,5,2,3,3,3,3,none,1,2333,23333,105,23-02-2022
NOLSM16876,7,6,3,1,1,3,3,none,1,3113,31133,118,23-02-2022
NOLSM16977,7,7,3,1,2,2,2,none,1,3122,31222,112,23-02-2022
NOLSM17078,7,8,3,1,3,1,1,none,1,3131,31311,180,23-02-2022
NOLSM17179,7,9,3,2,1,1,1,none,1,3211,32111,71,23-02-2022
NOLSM172710,7,10,3,2,2,2,2,none,1,3222,32222,97,23-02-2022
NOLSM173711,7,11,3,3,1,3,3,none,1,3313,33133,91,23-02-2022
NOLSM174712,7,12,3,3,2,2,2,none,1,3322,33222,92,23-02-2022
NOLSM175713,7,13,3,3,3,1,1,none,1,3331,33311,56,23-02-2022
NOLSM176714,7,14,1,1,1,1,1,none,1,1111,11111,112,23-02-2022
NOLSM177715,7,15,1,1,3,3,3,none,1,1133,11333,92,23-02-2022
NOLSM178716,7,16,1,2,1,3,3,none,1,1213,12133,72,23-02-2022
NOLSM179717,7,17,1,2,3,1,1,none,1,1231,12311,81,23-02-2022
NOLSM180718,7,18,1,3,1,1,1,[['Center']],0,1311,13111,200,23-02-2022
NOLSM181719,7,19,1,3,2,2,2,none,1,1322,13222,136,23-02-2022
NOLSM182720,7,20,1,3,3,3,3,none,1,1333,13333,123,23-02-2022
NOLSM183721,7,21,2,1,1,3,3,none,1,2113,21133,112,23-02-2022
NOLSM184722,7,22,2,1,2,2,2,none,1,2122,21222,101,23-02-2022
NOLSM185723,7,23,2,1,3,1,1,none,1,2131,21311,78,23-02-2022
NOLSM186724,7,24,2,2,1,1,1,none,1,2211,22111,71,23-02-2022
NOLSM187725,7,25,2,2,2,2,2,none,1,2222,22222,66,23-02-2022
NOLSM188726,7,26,2,2,3,3,3,none,1,2233,22333,163,23-02-2022
NOLSM189727,7,27,2,3,1,3,3,none,1,2313,23133,187,23-02-2022
NOLSM704272,27,2,1,2,3,3,3,none,1,1233,12333,72,23-02-2022
NOLSM705273,27,3,1,3,1,3,3,none,1,1313,13133,66,23-02-2022
NOLSM706274,27,4,1,3,2,2,2,none,1,1322,13222,93,23-02-2022
NOLSM707275,27,5,1,3,3,1,1,none,1,1331,13311,165,23-02-2022
NOLSM708276,27,6,2,1,1,1,1,none,1,2111,21111,105,23-02-2022
NOLSM709277,27,7,2,1,2,2,2,none,1,2122,21222,126,23-02-2022
NOLSM710278,27,8,2,1,3,3,3,none,1,2133,21333,150,23-02-2022
NOLSM711279,27,9,2,2,1,3,3,none,1,2213,22133,156,23-02-2022
NOLSM7122710,27,10,2,2,2,2,2,none,1,2222,22222,93,23-02-2022
NOLSM7132711,27,11,2,2,3,1,1,none,1,2231,22311,60,23-02-2022
NOLSM7142712,27,12,2,3,1,1,1,none,1,2311,23111,102,23-02-2022
NOLSM7152713,27,13,2,3,2,2,2,none,1,2322,23222,84,23-02-2022
NOLSM7162714,27,14,2,3,3,3,3,none,1,2333,23333,57,23-02-2022
NOLSM7172715,27,15,3,1,1,3,3,none,1,3113,31133,54,23-02-2022
NOLSM7182716,27,16,3,1,3,1,1,none,1,3131,31311,51,23-02-2022
NOLSM7192717,27,17,3,2,1,1,1,none,1,3211,32111,54,23-02-2022
NOLSM7202718,27,18,3,2,2,2,2,none,1,3222,32222,132,23-02-2022
NOLSM7212719,27,19,3,3,1,3,3,none,1,3313,33133,147,23-02-2022
NOLSM7222720,27,20,3,3,3,1,1,none,1,3331,33311,99,23-02-2022
NOLSM7232721,27,21,1,1,1,1,1,none,1,1111,11111,108,23-02-2022
NOLSM7242722,27,22,1,1,2,2,2,none,1,1122,11222,96,23-02-2022
NOLSM7252723,27,23,1,1,3,3,3,none,1,1133,11333,81,23-02-2022
NOLSM7262724,27,24,1,2,1,3,3,none,1,1213,12133,57,23-02-2022
NOLSM7272725,27,25,1,2,2,2,2,none,1,1222,12222,144,23-02-2022
NOLSM7282726,27,26,1,2,3,1,1,none,1,1231,12311,132,23-02-2022
NOLSM7292727,27,27,1,3,1,1,1,none,1,1311,13111,42,23-02-2022
NOLSM19081190,8,28,3,2,1,1,1,none,1,3211,32111,110,24-02-2022
NOLSM19182191,8,29,3,2,1,2,2,none,1,3212,32122,93,24-02-2022
NOLSM19283192,8,30,3,2,1,3,3,none,1,3213,32133,106,24-02-2022
NOLSM19384193,8,31,3,2,1,1,1,none,1,3211,32111,106,24-02-2022
NOLSM19485194,8,32,3,2,1,2,2,none,1,3212,32122,53,24-02-2022
NOLSM19586195,8,33,3,2,1,3,3,none,1,3213,32133,111,24-02-2022
NOLSM19687196,8,34,3,2,1,1,1,none,1,3211,32111,147,24-02-2022
NOLSM19788197,8,35,3,2,1,2,2,none,1,3212,32122,78,24-02-2022
NOLSM19889198,8,36,3,2,1,3,3,none,1,3213,32133,128,24-02-2022
NOLSM199810199,8,37,3,2,2,1,1,none,1,3221,32211,96,24-02-2022
NOLSM200811200,8,38,3,2,2,2,2,none,1,3222,32222,107,24-02-2022
NOLSM201812201,8,39,3,2,2,3,3,none,1,3223,32233,92,24-02-2022
NOLSM202813202,8,40,3,2,2,1,1,none,1,3221,32211,113,24-02-2022
NOLSM203814203,8,41,3,2,2,2,2,none,1,3222,32222,192,24-02-2022
NOLSM204815204,8,42,3,2,2,3,3,none,1,3223,32233,73,24-02-2022
NOLSM205816205,8,43,3,2,2,1,1,none,1,3221,32211,97,24-02-2022
NOLSM206817206,8,44,3,2,2,2,2,none,1,3222,32222,128,24-02-2022
NOLSM207818207,8,45,3,2,2,3,3,none,1,3223,32233,88,24-02-2022
NOLSM208819208,8,46,3,2,3,1,1,none,1,3231,32311,114,24-02-2022
NOLSM209820209,8,47,3,2,3,2,2,none,1,3232,32322,86,24-02-2022
NOLSM210821210,8,48,3,2,3,3,3,none,1,3233,32333,72,24-02-2022
NOLSM211822211,8,49,3,2,3,1,1,[['Loc']],0,3231,32311,282,24-02-2022
NOLSM212823212,8,50,3,2,3,2,2,none,1,3232,32322,50,24-02-2022
NOLSM213824213,8,51,3,2,3,3,3,none,1,3233,32333,82,24-02-2022
NOLSM214825214,8,52,3,2,3,1,1,none,1,3231,32311,99,24-02-2022
NOLSM215826215,8,53,3,2,3,2,2,none,1,3232,32322,105,24-02-2022
NOLSM216827216,8,54,3,2,3,3,3,none,1,3233,32333,81,24-02-2022
NOLSM730281730,28,28,1,1,1,1,1,none,1,1111,11111,48,24-02-2022
NOLSM731282731,28,29,1,1,1,2,2,none,1,1112,11122,15,24-02-2022
NOLSM732283732,28,30,1,1,1,3,3,none,1,1113,11133,90,24-02-2022
NOLSM733284733,28,31,1,1,1,1,1,none,1,1111,11111,132,24-02-2022
NOLSM734285734,28,32,1,1,1,2,2,none,1,1112,11122,156,24-02-2022
NOLSM735286735,28,33,1,1,1,3,3,none,1,1113,11133,117,24-02-2022
NOLSM736287736,28,34,1,1,1,1,1,none,1,1111,11111,123,24-02-2022
NOLSM737288737,28,35,1,1,1,2,2,none,1,1112,11122,99,24-02-2022
NOLSM738289738,28,36,1,1,1,3,3,none,1,1113,11133,192,24-02-2022
NOLSM7392810739,28,37,1,1,2,1,1,none,1,1121,11211,72,24-02-2022
NOLSM7402811740,28,38,1,1,2,2,2,none,1,1122,11222,57,24-02-2022
NOLSM7412812741,28,39,1,1,2,3,3,none,1,1123,11233,129,24-02-2022
NOLSM7422813742,28,40,1,1,2,1,1,none,1,1121,11211,117,24-02-2022
NOLSM7432814743,28,41,1,1,2,2,2,none,1,1122,11222,81,24-02-2022
NOLSM7442815744,28,42,1,1,2,3,3,none,1,1123,11233,144,24-02-2022
NOLSM7452816745,28,43,1,1,2,1,1,none,1,1121,11211,138,24-02-2022
NOLSM7462817746,28,44,1,1,2,2,2,none,1,1122,11222,171,24-02-2022
NOLSM7472818747,28,45,1,1,2,3,3,none,1,1123,11233,129,24-02-2022
NOLSM7482819748,28,46,1,1,3,1,1,none,1,1131,11311,87,24-02-2022
NOLSM7492820749,28,47,1,1,3,2,2,none,1,1132,11322,132,24-02-2022
NOLSM7502821750,28,48,1,1,3,3,3,none,1,1133,11333,114,24-02-2022
NOLSM7512822751,28,49,1,1,3,1,1,none,1,1131,11311,114,24-02-2022
NOLSM7522823752,28,50,1,1,3,2,2,none,1,1132,11322,117,24-02-2022
NOLSM7532824753,28,51,1,1,3,3,3,none,1,1133,11333,84,24-02-2022
NOLSM7542825754,28,52,1,1,3,1,1,none,1,1131,11311,141,24-02-2022
NOLSM7552826755,28,53,1,1,3,2,2,none,1,1132,11322,93,24-02-2022
NOLSM7562827756,28,54,1,1,3,3,3,none,1,1133,11333,171,24-02-2022
NOLSM19081,8,1,2,3,2,2,2,none,1,2322,23222,110,24-02-2022
NOLSM19182,8,2,2,3,3,1,1,none,1,2331,23311,93,24-02-2022
NOLSM19283,8,3,3,1,1,1,1,none,1,3111,31111,106,24-02-2022
NOLSM19384,8,4,3,1,2,2,2,none,1,3122,31222,106,24-02-2022
NOLSM19485,8,5,3,1,3,3,3,none,1,3133,31333,53,24-02-2022
NOLSM19586,8,6,3,2,1,3,3,none,1,3213,32133,111,24-02-2022
NOLSM19687,8,7,3,2,2,2,2,none,1,3222,32222,147,24-02-2022
NOLSM19788,8,8,3,2,3,1,1,none,1,3231,32311,78,24-02-2022
NOLSM19889,8,9,3,3,1,1,1,none,1,3311,33111,128,24-02-2022
NOLSM199810,8,10,3,3,2,2,2,none,1,3322,33222,96,24-02-2022
NOLSM200811,8,11,3,3,3,3,3,none,1,3333,33333,107,24-02-2022
NOLSM201812,8,12,1,1,1,3,3,none,1,1113,11133,92,24-02-2022
NOLSM202813,8,13,1,1,2,2,2,none,1,1122,11222,113,24-02-2022
NOLSM203814,8,14,1,1,3,1,1,none,1,1131,11311,192,24-02-2022
NOLSM204815,8,15,1,2,1,1,1,none,1,1211,12111,73,24-02-2022
NOLSM205816,8,16,1,2,3,3,3,none,1,1233,12333,97,24-02-2022
NOLSM206817,8,17,1,3,1,3,3,none,1,1313,13133,128,24-02-2022
NOLSM207818,8,18,1,3,2,2,2,none,1,1322,13222,88,24-02-2022
NOLSM208819,8,19,1,3,3,1,1,none,1,1331,13311,114,24-02-2022
NOLSM209820,8,20,2,1,1,1,1,none,1,2111,21111,86,24-02-2022
NOLSM210821,8,21,2,1,3,3,3,none,1,2133,21333,72,24-02-2022
NOLSM211822,8,22,2,2,1,3,3,[['Loc']],0,2213,22133,282,24-02-2022
NOLSM212823,8,23,2,2,2,2,2,none,1,2222,22222,50,24-02-2022
NOLSM213824,8,24,2,2,3,1,1,none,1,2231,22311,82,24-02-2022
NOLSM214825,8,25,2,3,1,1,1,none,1,2311,23111,99,24-02-2022
NOLSM215826,8,26,2,3,2,2,2,none,1,2322,23222,105,24-02-2022
NOLSM216827,8,27,2,3,3,3,3,none,1,2333,23333,81,24-02-2022
NOLSM730281,28,1,1,3,2,2,2,none,1,1322,13222,99,24-02-2022
NOLSM731282,28,2,1,3,3,3,3,none,1,1333,13333,51,24-02-2022
NOLSM732283,28,3,2,1,1,3,3,none,1,2113,21133,90,24-02-2022
NOLSM733284,28,4,2,1,2,2,2,none,1,2122,21222,132,24-02-2022
NOLSM734285,28,5,2,1,3,1,1,none,1,2131,21311,156,24-02-2022
NOLSM735286,28,6,2,2,1,1,1,none,1,2211,22111,117,24-02-2022
NOLSM736287,28,7,2,2,2,2,2,none,1,2222,22222,123,24-02-2022
NOLSM737288,28,8,2,2,3,3,3,none,1,2233,22333,99,24-02-2022
NOLSM738289,28,9,2,3,1,3,3,none,1,2313,23133,192,24-02-2022
NOLSM7392810,28,10,2,3,2,2,2,none,1,2322,23222,72,24-02-2022
NOLSM7402811,28,11,2,3,3,1,1,none,1,2331,23311,57,24-02-2022
NOLSM7412812,28,12,3,1,1,1,1,none,1,3111,31111,129,24-02-2022
NOLSM7422813,28,13,3,1,2,2,2,none,1,3122,31222,117,24-02-2022
NOLSM7432814,28,14,3,1,3,3,3,none,1,3133,31333,81,24-02-2022
NOLSM7442815,28,15,3,2,1,3,3,none,1,3213,32133,144,24-02-2022
NOLSM7452816,28,16,3,2,2,2,2,none,1,3222,32222,138,24-02-2022
NOLSM7462817,28,17,3,2,3,1,1,none,1,3231,32311,171,24-02-2022
NOLSM7472818,28,18,3,3,1,1,1,none,1,3311,33111,129,24-02-2022
NOLSM7482819,28,19,3,3,2,2,2,none,1,3322,33222,87,24-02-2022
NOLSM7492820,28,20,3,3,3,3,3,none,1,3333,33333,132,24-02-2022
NOLSM7502821,28,21,1,1,1,3,3,none,1,1113,11133,114,24-02-2022
NOLSM7512822,28,22,1,1,2,2,2,none,1,1122,11222,114,24-02-2022
NOLSM7522823,28,23,1,1,3,1,1,none,1,1131,11311,117,24-02-2022
NOLSM7532824,28,24,1,2,1,1,1,none,1,1211,12111,84,24-02-2022
NOLSM7542825,28,25,1,2,2,2,2,none,1,1222,12222,141,24-02-2022
NOLSM7552826,28,26,1,2,3,3,3,none,1,1233,12333,93,24-02-2022
NOLSM7562827,28,27,1,3,2,2,2,none,1,1322,13222,171,24-02-2022
NOLSM21791217,9,28,3,3,1,1,1,none,1,3311,33111,110,25-02-2022
NOLSM21892218,9,29,3,3,1,2,2,none,1,3312,33122,115,25-02-2022
NOLSM21993219,9,30,3,3,1,3,3,none,1,3313,33133,137,25-02-2022
NOLSM22094220,9,31,3,3,1,1,1,none,1,3311,33111,163,25-02-2022
NOLSM22195221,9,32,3,3,1,2,2,none,1,3312,33122,167,25-02-2022
NOLSM22296222,9,33,3,3,1,3,3,none,1,3313,33133,183,25-02-2022
NOLSM22397223,9,34,3,3,1,1,1,none,1,3311,33111,75,25-02-2022
NOLSM22498224,9,35,3,3,1,2,2,none,1,3312,33122,75,25-02-2022
NOLSM22599225,9,36,3,3,1,3,3,none,1,3313,33133,106,25-02-2022
NOLSM226910226,9,37,3,3,2,1,1,none,1,3321,33211,96,25-02-2022
NOLSM227911227,9,38,3,3,2,2,2,none,1,3322,33222,94,25-02-2022
NOLSM228912228,9,39,3,3,2,3,3,none,1,3323,33233,193,25-02-2022
NOLSM229913229,9,40,3,3,2,1,1,none,1,3321,33211,132,25-02-2022
NOLSM230914230,9,41,3,3,2,2,2,none,1,3322,33222,127,25-02-2022
NOLSM231915231,9,42,3,3,2,3,3,none,1,3323,33233,90,25-02-2022
NOLSM232916232,9,43,3,3,2,1,1,none,1,3321,33211,114,25-02-2022
NOLSM233917233,9,44,3,3,2,2,2,none,1,3322,33222,130,25-02-2022
NOLSM234918234,9,45,3,3,2,3,3,none,1,3323,33233,115,25-02-2022
NOLSM235919235,9,46,3,3,3,1,1,none,1,3331,33311,57,25-02-2022
