,No_Die,process,type,Temp_OXid,ppm,Pressure,Oxid_time,process 2,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,Wavelength,Energy_Exposure,Process 3,Temp_Etching,Source_Power,process4,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Lot_Num,Wafer_Num,Datetime,path,short_path
1421,NOLSM8043021804,Oxidation,wet,1293.717058,44.56,0.215,22,Photo,11.253,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,photo_li,365,105.431,Etching,71.387,50.593,Implantation,31576.001,101.482,908,152,Inspect,21,30,48,26-02-2022,13333,1333
1422,NOLSM8053022805,Oxidation,wet,1290.238446,44.59,0.213,20,Photo,15.286,15.066,19.999,201.956,90,501.956,4039.111,5048.889,5.05,93.15,29.996,photo_li,365,105.487,Etching,70.556,50.313,Implantation,31637.594,100.782,908,151,Inspect,6,30,49,26-02-2022,13311,1331
1423,NOLSM8063023806,Oxidation,wet,1288.126844,44.65,0.211,18,Photo,12.463,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,photo_li,365,105.565,Etching,70.775,49.884,Implantation,32156.959,99.711,908,150,Inspect,30,30,50,26-02-2022,13322,1332
1424,NOLSM8073024807,Oxidation,wet,1283.481103,44.62,0.211,18,Photo,19.767,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,photo_li,365,105.548,Etching,70.247,50.223,Implantation,32998.534,100.557,909,151,Inspect,87,30,51,26-02-2022,13333,1333
1425,NOLSM8083025808,Oxidation,wet,1278.804323,44.58,0.212,19,Photo,16.029,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,photo_li,365,107.904,Etching,71.175,50.263,Implantation,33115.585,100.657,925,151,Inspect,36,30,52,26-02-2022,13311,1331
1426,NOLSM8093026809,Oxidation,wet,1282.999686,44.58,0.216,23,Photo,17.587,14.938,19.995,205.152,90,505.152,4103.032,5128.79,5.103,93.623,29.993,photo_li,365,106.102,Etching,70.93,50.792,Implantation,32465.72,101.98,913,153,Inspect,39,30,53,26-02-2022,13322,1332
1427,NOLSM8103027810,Oxidation,wet,1299.196525,44.6,0.212,19,Photo,16.445,15.044,20.003,203.412,90,503.412,4068.233,5085.292,5.077,93.717,30.001,photo_li,365,106.709,Etching,71.497,50.566,Implantation,32576.424,101.416,913,152,Inspect,15,30,54,26-02-2022,13333,1333
1428,NOLSM244101,Oxidation,wet,1154.781488,39.57,0.213,98,Photo,13.702,14.88,20.002,191.209,90.001,499.364,3991.128,4966.64,4.946,92.469,30.002,photo_li,365,107.158,Etching,70.732,50.267,Implantation,32163.791,100.24,908,158,Inspect,97,10,1,26-02-2022,31333,3133
1429,NOLSM245102,Oxidation,dry,1263.451872,26.06,0.2,148,Photo,14.218,14.932,19.994,202.848,90,500.565,4042.868,5036.683,5.05,91.01,30.011,photo_li,405,105.169,Etching,71.555,50.749,Implantation,31833.551,102.338,886,156,Inspect,105,10,2,26-02-2022,32133,3213
1430,NOLSM246103,Oxidation,dry,1048.939098,34.48,0.205,110,Photo,17.251,15.121,20.004,193.899,90.001,494.487,3955.637,5039.17,5.042,95.722,29.997,photo_li,365,108.184,Etching,72.093,51.332,Implantation,32188.226,106.191,896,153,Inspect,164,10,3,26-02-2022,32222,3222
1431,NOLSM247104,Oxidation,wet,1176.526906,35.99,0.209,76,Photo,12.457,14.946,19.995,197.934,90,501.583,4045.925,5063.454,5.088,90.859,30.003,photo_li,436,108.25,Etching,70.838,51.547,Implantation,32228.325,102.064,891,158,Inspect,82,10,4,26-02-2022,32311,3231
1432,NOLSM248105,Oxidation,wet,1087.93932,36.98,0.198,173,Photo,14.789,15.016,20.001,199.825,90.002,498.918,4013.918,5118.476,4.967,90.944,29.999,photo_li,365,107.931,Etching,70.163,51.008,Implantation,30846.811,101.812,887,154,Inspect,24,10,5,26-02-2022,33111,3311
1433,NOLSM250107,Oxidation,dry,1154.972545,35.1,0.206,63,Photo,17.256,15.084,19.996,204.512,89.999,499.692,4023.761,5047.709,5.019,90.405,29.998,photo_li,405,108.137,Etching,69.559,52.078,Implantation,32057.894,101.318,908,157,Inspect,100,10,7,26-02-2022,11133,1113
1434,NOLSM251108,Oxidation,dry,978.9108347,41.78,0.209,137,Photo,12.766,15.042,19.996,202.962,90,500.511,4013.95,4928.841,5.047,89.94,30.011,photo_li,436,109.986,Etching,71.345,50.984,Implantation,31994.968,103.206,893,155,Inspect,102,10,8,26-02-2022,11222,1122
1435,NOLSM252109,Oxidation,wet,1129.585673,31.43,0.192,167,Photo,13.426,15.058,20.001,202.403,90,503.073,4024.375,4984.217,5.009,93.575,30.004,photo_li,365,107.267,Etching,72.284,50.597,Implantation,31986.81,101.812,879,152,Inspect,62,10,9,26-02-2022,11311,1131
1436,NOLSM2531010,Oxidation,dry,962.8870033,36.59,0.218,60,Photo,15.38,15.03,19.995,196.114,90,499.836,4041.761,4934.073,5.047,90.305,30.003,photo_li,436,108.604,Etching,70.405,52.133,Implantation,31791.31,104.329,873,154,Inspect,89,10,10,26-02-2022,12111,1211
1437,NOLSM2541011,Oxidation,dry,1118.454043,28.88,0.217,107,Photo,18.272,14.919,19.999,201.382,90.002,499.992,4057.726,5002.959,4.919,89.168,30.001,photo_li,436,106.226,Etching,71.455,51.647,Implantation,30626.351,100.865,871,156,Inspect,165,10,11,26-02-2022,12333,1233
1438,NOLSM2551012,Oxidation,dry,972.8555751,37.37,0.215,141,Photo,15.023,15.139,20.008,201.343,90.001,502.52,3953.257,5104.109,5.018,91.432,30.01,photo_li,365,108.335,Etching,71.927,50.861,Implantation,31950.761,103.631,898,153,Inspect,159,10,12,26-02-2022,13222,1322
1439,NOLSM2561013,Oxidation,dry,1115.156608,33.88,0.2,126,Photo,12.264,15.149,19.996,203.657,89.998,502.86,4081.959,4965.526,5.041,92.061,30.007,photo_li,436,107.524,Etching,71.265,51.036,Implantation,31352.585,103.491,909,155,Inspect,84,10,13,26-02-2022,13311,1331
1440,NOLSM2571014,Oxidation,wet,961.0098258,29.55,0.2,168,Photo,13.966,14.958,20.001,200.097,89.999,502.2,3982.094,5009.082,4.897,88.83,30.001,photo_li,405,109.189,Etching,71.241,51.884,Implantation,30552.557,103.142,944,155,Inspect,180,10,14,26-02-2022,21111,2111
1441,NOLSM2581015,Oxidation,dry,1219.837184,30.97,0.2,69,Photo,18.364,14.867,20.004,197.094,89.999,496.799,4041.06,5018.089,5.043,90.277,30.006,photo_li,436,106.833,Etching,71.52,50.234,Implantation,31715.512,103.914,896,155,Inspect,115,10,15,26-02-2022,21222,2122
1442,NOLSM2591016,Oxidation,dry,1126.327273,36.92,0.215,101,Photo,11.582,15.126,20.01,201.454,90.001,504.386,4014.734,5118.391,4.963,92.552,30.005,photo_li,436,108.84,Etching,70.756,52.004,Implantation,30474.163,101.145,898,156,Inspect,230,10,16,26-02-2022,21333,2133
1443,NOLSM2601017,Oxidation,dry,1104.735804,32.91,0.216,197,Photo,15.686,15.113,19.997,198.484,90,503.906,3964.099,5037.531,5.017,91.43,29.991,photo_li,405,107.707,Etching,70.204,51.444,Implantation,31692.92,102.863,931,157,Inspect,124,10,17,26-02-2022,22133,2213
1444,NOLSM2611018,Oxidation,dry,1057.821473,26.11,0.202,86,Photo,14.32,15.004,20,197.509,89.999,500.167,4021.617,5038.626,5.005,92.695,30.001,photo_li,365,106.076,Etching,70.253,50.176,Implantation,31037.529,101.615,920,155,Inspect,142,10,18,26-02-2022,22222,2222
1445,NOLSM2621019,Oxidation,dry,1091.374273,33.23,0.202,177,Photo,18.581,14.952,19.996,202.54,90,504.958,3929.128,5100.269,4.957,92.866,30,photo_li,365,106.669,Etching,69.549,50.507,Implantation,31925.006,102.899,889,153,Inspect,88,10,19,26-02-2022,22311,2231
1446,NOLSM2631020,Oxidation,dry,1138.825357,34.33,0.215,160,Photo,16.593,15.029,19.998,199.11,89.999,502.777,4106.986,5088.081,5.067,93.407,29.995,photo_li,436,108.891,Etching,70.804,50.491,Implantation,32001.77,102.186,908,154,Inspect,50,10,20,26-02-2022,23111,2311
1447,NOLSM2641021,Oxidation,wet,1009.139886,38.11,0.19,64,Photo,12.881,15.129,20.003,198.235,90,493.96,3955.943,5023.248,4.995,90.651,29.993,photo_li,405,107.139,Etching,68.72,50.573,Implantation,31568.412,103.001,902,156,Inspect,81,10,21,26-02-2022,23222,2322
1448,NOLSM2651022,Oxidation,dry,1011.181975,31.32,0.211,168,Photo,15.648,15.112,20.001,200.916,90.001,502.56,3977.12,4963.659,5.029,92.391,30.002,photo_li,365,108.545,Etching,70.728,50.428,Implantation,32672.059,104.117,879,152,Inspect,80,10,22,26-02-2022,23333,2333
1449,NOLSM2661023,Oxidation,dry,1040.985818,42.72,0.202,89,Photo,16.669,14.924,20.007,199.03,89.998,500.811,4006.268,5123.526,4.951,92.227,30.001,photo_li,365,105.783,Etching,71.42,51.171,Implantation,32628.909,98.842,919,155,Inspect,72,10,23,26-02-2022,31133,3113
1450,NOLSM2671024,Oxidation,dry,1005.568373,26.55,0.193,70,Photo,14.492,14.995,19.997,203.225,89.999,500.978,4097.436,5044.95,5.101,92.183,30.005,photo_li,436,108.489,Etching,71.777,50.628,Implantation,31536.829,104.62,912,154,Inspect,57,10,24,26-02-2022,31222,3122
1451,NOLSM2691026,Oxidation,wet,1267.415669,31.08,0.201,52,Photo,15.911,15.032,19.996,205.542,90,500.992,4022.267,4986.191,4.99,93.109,30.006,photo_li,405,108.651,Etching,70.099,50.464,Implantation,30855.999,103.879,902,155,Inspect,51,10,26,26-02-2022,32111,3211
1452,NOLSM2701027,Oxidation,dry,918.2428327,32.28,0.202,116,Photo,20.594,15.103,20.004,201.218,89.999,502.279,3988.21,5013.807,4.985,90.954,29.992,photo_li,365,106.635,Etching,72.147,51.299,Implantation,30260.942,104.194,893,154,Inspect,104,10,27,26-02-2022,32222,3222
1453,NOLSM784301,Oxidation,wet,1277.585885,44.61,0.217,24,Photo,17.647,14.987,19.991,199.493,90,499.493,3989.857,4987.322,4.991,92.494,29.998,photo_li,365,106.083,Etching,71.356,50.275,Implantation,32337.742,100.688,909,151,Inspect,222,30,1,26-02-2022,21311,2131
1454,NOLSM785302,Oxidation,wet,1269.553049,44.58,0.218,25,Photo,17.066,15.128,20.002,200.717,90,500.717,4014.349,5017.937,5.016,92.258,30.006,photo_li,365,106.059,Etching,71.618,50.387,Implantation,32422.811,100.968,908,151,Inspect,213,30,2,26-02-2022,22111,2211
1455,NOLSM786303,Oxidation,wet,1282.393014,44.58,0.218,25,Photo,11.048,15.012,20,200.328,90,500.328,4006.562,5008.202,4.999,91.836,30.005,photo_li,365,105.028,Etching,71.966,50.228,Implantation,32255.476,100.571,904,151,Inspect,138,30,3,26-02-2022,22222,2222
1456,NOLSM787304,Oxidation,wet,1269.47541,44.59,0.215,22,Photo,12.383,14.986,19.993,199.045,90,499.045,3980.894,4976.117,4.979,91.675,30.014,photo_li,365,105.053,Etching,71.726,50.101,Implantation,32597.159,100.254,905,150,Inspect,219,30,4,26-02-2022,22333,2233
1457,NOLSM788305,Oxidation,wet,1265.709997,44.57,0.216,23,Photo,15.179,15.129,20.004,198.854,90,498.854,3977.087,4971.359,4.969,91.209,30.005,photo_li,365,104.697,Etching,71.832,49.907,Implantation,32194.56,99.766,901,150,Inspect,135,30,5,26-02-2022,23133,2313
1458,NOLSM789306,Oxidation,wet,1271.029371,44.59,0.216,23,Photo,13.624,14.991,19.999,198.966,90,498.966,3979.313,4974.142,4.975,92.009,29.998,photo_li,365,105.589,Etching,71.249,50.161,Implantation,32641.989,100.404,904,151,Inspect,99,30,6,26-02-2022,23222,2322
1459,NOLSM790307,Oxidation,wet,1277.113934,44.59,0.217,24,Photo,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011,photo_li,365,105.531,Etching,70.84,50.292,Implantation,32639.929,100.729,903,151,Inspect,60,30,7,26-02-2022,23311,2331
1460,NOLSM791308,Oxidation,wet,1278.441909,44.59,0.217,24,Photo,12.537,14.978,20.003,198.981,90,498.981,3979.624,4974.53,4.973,91.618,30.003,photo_li,365,105.675,Etching,72.095,50.281,Implantation,32636.286,100.703,904,151,Inspect,96,30,8,26-02-2022,31111,3111
1461,NOLSM792309,Oxidation,wet,1268.370063,44.55,0.215,22,Photo,17.218,15.146,20.001,198.569,90,498.569,3971.388,4964.235,4.966,91.306,30.004,photo_li,365,105.026,Etching,71.333,50.062,Implantation,31686.264,100.155,904,150,Inspect,72,30,9,26-02-2022,31333,3133
1462,NOLSM7933010,Oxidation,wet,1271.821489,44.57,0.216,23,Photo,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,photo_li,365,105.109,Etching,71.668,50.071,Implantation,31783.84,100.177,903,150,Inspect,9,30,10,26-02-2022,32133,3213
1463,NOLSM7943011,Oxidation,wet,1279.940506,44.57,0.216,23,Photo,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998,photo_li,365,105.119,Etching,71.731,50.103,Implantation,31618.822,100.256,904,150,Inspect,72,30,11,26-02-2022,32222,3222
1464,NOLSM7953012,Oxidation,wet,1275.064088,44.62,0.216,23,Photo,17.853,15.027,20.002,198.533,90,498.533,3970.66,4963.325,4.965,92.028,30.003,photo_li,365,106.038,Etching,71.655,50.128,Implantation,31618.16,100.32,908,150,Inspect,30,30,12,26-02-2022,32311,3231
1465,NOLSM7963013,Oxidation,wet,1274.002515,44.63,0.219,26,Photo,16.387,14.989,19.999,199.669,90,499.669,3993.375,4991.718,4.991,91.89,29.992,photo_li,365,105.989,Etching,71.271,50.421,Implantation,31910.25,101.053,908,152,Inspect,33,30,13,26-02-2022,33111,3311
1466,NOLSM7973014,Oxidation,wet,1280.587718,44.55,0.219,26,Photo,16.166,15.021,20.003,199.697,90,499.697,3993.937,4992.421,4.995,91.371,30.001,photo_li,365,105.03,Etching,71.692,50.401,Implantation,32155.309,101.003,900,152,Inspect,57,30,14,26-02-2022,33222,3322
1467,NOLSM7983015,Oxidation,wet,1274.885849,44.57,0.215,22,Photo,15,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001,photo_li,365,105.178,Etching,71.683,49.646,Implantation,32178.343,99.116,899,149,Inspect,57,30,15,26-02-2022,33333,3333
1468,NOLSM7993016,Oxidation,wet,1278.766962,44.56,0.216,23,Photo,20.058,14.917,20,198.523,90,498.523,3970.452,4963.065,4.95,91.487,29.999,photo_li,365,104.632,Etching,70.706,49.944,Implantation,32141.981,99.859,900,150,Inspect,15,30,16,26-02-2022,11133,1113
1469,NOLSM8003017,Oxidation,wet,1278.800577,44.53,0.213,20,Photo,17.89,14.995,20,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998,photo_li,365,104.482,Etching,71.706,49.918,Implantation,31618.691,99.796,898,150,Inspect,9,30,17,26-02-2022,11222,1122
1470,NOLSM8013018,Oxidation,wet,1273.81838,44.56,0.213,20,Photo,17.14,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997,photo_li,365,104.514,Etching,71.164,49.894,Implantation,33321.979,99.736,900,150,Inspect,57,30,18,26-02-2022,11311,1131
1471,NOLSM8023019,Oxidation,wet,1271.530004,44.58,0.211,18,Photo,16.613,14.901,20.001,199.864,90,499.864,3997.287,4996.609,5.003,92.302,30.003,photo_li,365,104.522,Etching,70.758,49.87,Implantation,32175.559,99.674,899,150,Inspect,18,30,19,26-02-2022,12111,1211
1472,NOLSM8033020,Oxidation,wet,1272.531274,44.6,0.216,23,Photo,20.015,14.874,20.007,202.946,90,502.946,4058.919,5073.649,5.059,93.552,29.997,photo_li,365,106.557,Etching,70.762,50.448,Implantation,31260.811,101.119,917,152,Inspect,18,30,20,26-02-2022,12333,1233
1473,NOLSM8043021,Oxidation,wet,1275.425012,44.56,0.215,22,Photo,19.145,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,photo_li,365,105.431,Etching,71.387,50.593,Implantation,31576.001,101.482,908,152,Inspect,21,30,21,26-02-2022,13133,1313
1474,NOLSM8053022,Oxidation,wet,1271.349047,44.59,0.213,20,Photo,13.491,15.066,19.999,201.956,90,501.956,4039.111,5048.889,5.05,93.15,29.996,photo_li,365,105.487,Etching,70.556,50.313,Implantation,31637.594,100.782,908,151,Inspect,6,30,22,26-02-2022,13222,1322
1475,NOLSM8063023,Oxidation,wet,1271.710804,44.65,0.211,18,Photo,18.876,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,photo_li,365,105.565,Etching,70.775,49.884,Implantation,32156.959,99.711,908,150,Inspect,30,30,23,26-02-2022,13311,1331
1476,NOLSM8073024,Oxidation,wet,1275.014592,44.62,0.211,18,Photo,15.211,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,photo_li,365,105.548,Etching,70.247,50.223,Implantation,32998.534,100.557,909,151,Inspect,87,30,24,26-02-2022,21111,2111
1477,NOLSM8083025,Oxidation,wet,1263.230499,44.58,0.212,19,Photo,16.523,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,photo_li,365,107.904,Etching,71.175,50.263,Implantation,33115.585,100.657,925,151,Inspect,36,30,25,26-02-2022,21222,2122
1478,NOLSM8093026,Oxidation,wet,1280.077304,44.58,0.216,23,Photo,16.742,14.938,19.995,205.152,90,505.152,4103.032,5128.79,5.103,93.623,29.993,photo_li,365,106.102,Etching,70.93,50.792,Implantation,32465.72,101.98,913,153,Inspect,39,30,26,26-02-2022,21333,2133
1479,NOLSM8103027,Oxidation,wet,1279.385851,44.6,0.212,19,Photo,17.758,15.044,20.003,203.412,90,503.412,4068.233,5085.292,5.077,93.717,30.001,photo_li,365,106.709,Etching,71.497,50.566,Implantation,32576.424,101.416,913,152,Inspect,15,30,27,26-02-2022,22133,2213
1480,NOLSM271111271,Oxidation,dry,1184.843837,35.36,0.194,32,Photo,17.587,15.088,19.998,204.484,90,502.391,4071.633,5032.318,5.114,90.465,30.009,photo_li,365,107.902,Etching,71.046,51.921,Implantation,32089.235,100.754,888,156,Inspect,221,11,28,27-02-2022,12111,1211
1481,NOLSM272112272,Oxidation,dry,1044.909761,32.28,0.214,86,Photo,16.445,15.073,19.989,203.145,89.999,507.183,3985.677,5183.517,5.036,92.678,30,photo_li,365,105.12,Etching,69.857,51.765,Implantation,31101.358,104.603,890,153,Inspect,84,11,29,27-02-2022,12122,1212
1482,NOLSM273113273,Oxidation,dry,1075.423255,43.12,0.201,101,Photo,14.986,14.995,19.994,195.579,89.999,501.286,3978.724,4963.186,4.982,88.792,29.995,photo_li,436,108.97,Etching,71.155,50.249,Implantation,31101.109,102.154,888,154,Inspect,56,11,30,27-02-2022,12133,1213
1483,NOLSM274114274,Oxidation,wet,962.4614382,27.12,0.207,20,Photo,16.722,14.97,20,196.382,90,503.396,4056.014,4992.802,4.875,91.604,30.001,photo_li,405,109.151,Etching,71.468,51.218,Implantation,31914.677,103.802,904,153,Inspect,37,11,31,27-02-2022,12111,1211
1484,NOLSM275115275,Oxidation,wet,994.8027258,33.44,0.207,88,Photo,13.694,14.917,20,196.599,90,501.423,4029.12,4899.699,5.099,89.418,30.002,photo_li,436,108.534,Etching,72.336,51.049,Implantation,31281.213,101.05,887,155,Inspect,39,11,32,27-02-2022,12122,1212
1485,NOLSM276116276,Oxidation,wet,1017.485141,34.88,0.214,102,Photo,16.062,15.039,19.999,197.555,90,501.079,3971.194,5056.373,5.021,89.811,30.011,photo_li,436,106.888,Etching,70.998,51.384,Implantation,32238.201,100.772,901,155,Inspect,70,11,33,27-02-2022,12133,1213
1486,NOLSM277117277,Oxidation,wet,1093.883403,30.24,0.215,69,Photo,12.256,15.109,20.003,197.98,90,501.572,4035.394,5079.03,5.075,91.266,29.997,photo_li,436,106.351,Etching,71.086,51.109,Implantation,30611.506,103.577,915,151,Inspect,140,11,34,27-02-2022,12111,1211
1487,NOLSM279119279,Oxidation,wet,1058.833578,32.1,0.201,109,Photo,16.549,14.798,19.997,197.908,90.001,500.154,3972.34,5086.767,4.917,94.399,29.999,photo_li,436,109.393,Etching,72.019,51.261,Implantation,32577.756,100.455,913,153,Inspect,118,11,36,27-02-2022,12133,1213
1488,NOLSM2801110280,Oxidation,dry,1087.170689,30.32,0.216,95,Photo,17.704,15.079,19.996,197.135,90.002,501.394,4017.144,4918.119,4.93,90.936,30.002,photo_li,436,108.848,Etching,69.699,50.194,Implantation,30639.973,101.681,886,155,Inspect,61,11,37,27-02-2022,12211,1221
1489,NOLSM2811111281,Oxidation,wet,1074.004764,38.93,0.198,75,Photo,11.881,14.924,19.999,197.621,90.002,496.487,4072.913,5003.264,5.107,93.695,29.998,photo_li,436,109.177,Etching,70.824,50.202,Implantation,32421.295,101.155,884,159,Inspect,113,11,38,27-02-2022,12222,1222
1490,NOLSM2821112282,Oxidation,dry,1156.615327,31.02,0.196,132,Photo,10.619,14.933,19.999,197.925,90,501.655,4084.939,5047.563,5.02,91.703,30.011,photo_li,436,110.892,Etching,71.286,51.207,Implantation,31535.79,102.354,873,150,Inspect,85,11,39,27-02-2022,12233,1223
1491,NOLSM2831113283,Oxidation,wet,1082.948888,39.84,0.217,52,Photo,16.57,15.167,20.006,199.037,90.001,495.986,4045.078,4967.338,5.005,89.084,29.997,photo_li,365,107.998,Etching,70.004,51.743,Implantation,31051.425,105.095,891,156,Inspect,80,11,40,27-02-2022,12211,1221
1492,NOLSM2841114284,Oxidation,dry,918.7080479,36.69,0.188,75,Photo,18.078,14.959,19.998,198.398,90,500.442,4010.176,4967.281,4.965,91.593,30.013,photo_li,365,109.333,Etching,71.889,51.542,Implantation,31362.147,102.547,898,156,Inspect,139,11,41,27-02-2022,12222,1222
1493,NOLSM2851115285,Oxidation,dry,1173.453556,31.72,0.215,112,Photo,15.594,14.935,19.997,198.768,89.999,502.263,3900.167,5108.764,5.049,91.654,30.004,photo_li,405,108.962,Etching,70.13,52.105,Implantation,31990.919,103.674,915,154,Inspect,54,11,42,27-02-2022,12233,1223
1494,NOLSM2861116286,Oxidation,dry,1041.197346,36.13,0.205,130,Photo,15.34,14.892,19.996,202.059,90,503.423,3966.885,4922.103,4.968,93.468,30.003,photo_li,365,109.077,Etching,70.058,50.382,Implantation,30310.73,101.148,906,155,Inspect,84,11,43,27-02-2022,12211,1221
1495,NOLSM2871117287,Oxidation,dry,1099.860778,44.82,0.199,141,Photo,16.301,15.139,20,203.143,90,498.509,3899.628,5058.994,4.951,91.748,30.002,photo_li,405,110.508,Etching,70.779,50.881,Implantation,31613.386,105.532,913,159,Inspect,30,11,44,27-02-2022,12222,1222
1496,NOLSM2881118288,Oxidation,dry,1298.398414,29.05,0.203,117,Photo,16.321,15.165,20.005,202.415,89.999,495.402,4010.001,5169.378,5.067,91.094,30.023,photo_li,365,106.617,Etching,69.405,51.062,Implantation,31566.201,103.891,886,153,Inspect,48,11,45,27-02-2022,12233,1223
1497,NOLSM2891119289,Oxidation,dry,1047.643236,34.88,0.213,167,Photo,17.367,15.006,19.994,202.79,90.001,494.517,4022.726,4859.193,5.026,90.685,30.002,photo_li,405,107.785,Etching,70.257,50.852,Implantation,29986.195,101.488,923,155,Inspect,15,11,46,27-02-2022,12311,1231
1498,NOLSM2901120290,Oxidation,wet,1019.46414,34.98,0.195,99,Photo,16.09,15.01,19.999,202.86,90.001,498.307,4063.095,4941.979,4.867,90.409,30.004,photo_li,365,108.475,Etching,69.975,49.761,Implantation,31292.696,102.588,888,154,Inspect,121,11,47,27-02-2022,12322,1232
1499,NOLSM2911121291,Oxidation,wet,1104.771908,29.06,0.207,110,Photo,19.026,15.036,20.001,199.324,90.001,505.859,3981.512,4933.463,5.021,94.25,29.999,photo_li,365,106.434,Etching,71.409,50.3,Implantation,32226.582,102.695,936,153,Inspect,96,11,48,27-02-2022,12333,1233
1500,NOLSM2921122292,Oxidation,dry,1181.398739,33.34,0.213,110,Photo,18.891,15.081,19.996,198.167,90.001,502.416,4062.758,5012.721,4.999,88.499,30.005,photo_li,365,109.542,Etching,70.714,51.655,Implantation,32025.475,105.206,924,157,Inspect,89,11,49,27-02-2022,12311,1231
1501,NOLSM2931123293,Oxidation,wet,923.3208542,30.61,0.201,74,Photo,13.788,15.03,20,199.842,90,502.749,3999.27,5045.341,5.003,90.912,29.989,photo_li,365,108.637,Etching,70.486,51.103,Implantation,31834.866,101.258,919,152,Inspect,110,11,50,27-02-2022,12322,1232
1502,NOLSM2941124294,Oxidation,dry,1092.808203,35.41,0.216,132,Photo,18.771,15.055,19.995,199.669,90.001,502.125,4127.682,4946.571,5.023,93.62,29.995,photo_li,405,107.708,Etching,72.56,51.145,Implantation,33675.551,103.056,911,157,Inspect,118,11,51,27-02-2022,12333,1233
1503,NOLSM2951125295,Oxidation,wet,1021.802225,34.39,0.217,212,Photo,20.701,14.915,20.002,199.527,90,499.319,4005.749,4910.479,5.06,91.604,30.005,photo_li,436,107.986,Etching,69.953,50.082,Implantation,31139.137,104.859,915,153,Inspect,187,11,52,27-02-2022,12311,1231
1504,NOLSM2961126296,Oxidation,dry,1157.459175,32.8,0.191,14,Photo,11.253,15.188,19.995,196.291,89.999,505.745,4021.838,5007.945,4.982,92.45,29.993,photo_li,365,108.288,Etching,70.179,51.018,Implantation,31366.628,103.293,875,152,Inspect,117,11,53,27-02-2022,12322,1232
1505,NOLSM811311811,Oxidation,wet,1291.504687,44.59,0.214,21,Photo,14.016,15.092,20.001,203.721,90.001,503.721,4074.426,5093.032,5.096,93.926,29.993,photo_li,365,106.754,Etching,71.723,50.784,Implantation,32341.75,101.961,913,153,Inspect,18,31,28,27-02-2022,21111,2111
1506,NOLSM812312812,Oxidation,wet,1282.795495,44.6,0.213,20,Photo,11.233,14.992,19.999,204.103,90,504.103,4082.065,5102.581,5.105,93.677,30.007,photo_li,365,106.438,Etching,70.792,50.76,Implantation,32566.297,101.899,912,153,Inspect,126,31,29,27-02-2022,21122,2112
1507,NOLSM813313813,Oxidation,wet,1280.64178,44.64,0.21,17,Photo,13.782,14.925,20.001,203.695,90.001,503.695,4073.903,5092.378,5.089,93.579,30.006,photo_li,365,106.453,Etching,71.115,50.672,Implantation,32645.662,101.679,913,153,Inspect,96,31,30,27-02-2022,21133,2113
1508,NOLSM814314814,Oxidation,wet,1274.677412,44.58,0.212,19,Photo,14.585,14.899,19.999,203.64,90,503.64,4072.805,5091.006,5.074,92.941,29.991,photo_li,365,104.887,Etching,70.445,50.163,Implantation,32461.883,100.406,899,151,Inspect,114,31,31,27-02-2022,21111,2111
1509,NOLSM815315815,Oxidation,wet,1268.596256,44.61,0.207,14,Photo,20.669,14.947,19.998,202.077,90.001,502.077,4041.539,5051.924,5.083,93.622,29.994,photo_li,365,106.489,Etching,69.576,50.315,Implantation,32642.909,100.788,912,151,Inspect,54,31,32,27-02-2022,21122,2112
1510,NOLSM816316816,Oxidation,wet,1281.381738,44.56,0.212,19,Photo,20.797,15.063,20.001,203.443,90,503.443,4068.863,5086.079,5.085,93.536,29.999,photo_li,365,106.568,Etching,71.212,50.668,Implantation,32152.262,101.669,913,153,Inspect,84,31,33,27-02-2022,21133,2113
1511,NOLSM817317817,Oxidation,wet,1282.21878,44.6,0.212,19,Photo,17.331,14.961,19.999,203.505,90,503.505,4070.109,5087.637,5.091,93.521,30.005,photo_li,365,106.04,Etching,70.575,50.617,Implantation,32326.426,101.541,908,152,Inspect,30,31,34,27-02-2022,21111,2111
